Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Losses,Fuel_type_D,Income
129263,40,20,3,0,Single,5,937.2636371,1,46457.18186
139962,39,19,1,0,Single,5,937.0531376,1,46317.65688
161120,19,0,4,0,Married,2,937.03371,1,46293.6855
186369,16,0,3,0,Single,11,936.8815469,1,46454.07735
116785,16,0,4,1,Single,0,936.8707277,1,46493.53639
146514,19,1,4,0,Single,15,936.5582036,1,46555.91018
175438,19,2,3,0,Single,12,936.441347,1,46528.06735
189837,19,1,3,0,Single,10,936.2423902,1,46296.11951
163026,16,0,3,0,Single,10,935.9619359,1,46248.0968
123630,17,0,1,1,Single,5,935.8503856,1,46526.51928
137669,24,5,2,0,Single,14,934.7447209,1,46407.23605
188250,20,2,4,0,Single,14,932.6833827,1,46219.16914
172164,22,5,3,0,Single,2,932.3618464,1,46206.09232
193981,25,8,3,0,Single,10,931.7268963,1,46247.34482
145321,21,2,1,0,Single,13,930.9972091,1,46137.86046
105727,25,6,4,0,Single,11,930.8997836,1,46126.98918
172899,21,4,1,0,Single,12,928.8911063,1,46073.55532
121584,22,4,3,0,Married,5,927.8335038,1,45808.67519
195023,18,0,4,0,Single,14,927.7630189,1,45833.15095
137597,21,4,3,0,Single,15,927.4976597,1,45809.88299
123069,19,0,2,0,Single,7,927.3547156,1,45924.73578
165497,21,2,2,0,Single,12,926.8695021,1,45791.47511
163338,24,6,3,0,Married,5,926.5767778,1,46022.83889
174047,19,2,2,0,Single,11,925.0132734,1,45724.66367
174281,57,36,2,0,Single,3,924.9965684,1,45783.82842
193610,33,16,2,0,Single,2,924.3987952,1,45958.93976
183341,17,0,4,0,Single,13,924.3242891,1,45701.21446
156676,52,35,2,0,Single,4,924.0729718,1,45720.64859
139662,23,4,1,0,Single,12,922.892173,1,45587.60865
115679,17,0,4,0,Single,13,921.6483992,1,45708.41996
185548,26,8,3,0,Single,2,921.0948551,1,45745.74276
107699,55,37,3,0,Single,4,920.5813617,1,45782.06809
156275,53,34,3,0,Single,5,919.846849,1,45553.34245
187943,58,38,3,0,Single,3,919.8353211,1,45719.76606
191190,22,5,2,0,Single,7,919.7144451,1,45739.72226
168735,33,12,1,0,Single,4,919.4340912,1,45481.70456
126288,20,3,4,0,Single,14,919.237615,1,45429.88075
178951,17,0,4,1,Single,3,918.7340673,1,45521.70337
110496,59,40,2,0,Single,2,918.2602107,1,45493.01054
131794,21,2,2,0,Single,6,917.9892784,1,45532.46392
132733,21,3,3,0,Single,1,917.9699854,1,45417.49927
122086,52,32,2,0,Single,5,916.7338256,1,45540.69128
182093,17,0,3,1,Single,10,916.4451498,1,45408.25749
175353,20,3,3,0,Single,9,915.7145156,1,45359.72578
123364,33,14,3,0,Single,4,915.5152136,1,45323.76068
169562,17,0,4,0,Single,10,915.2129933,1,45193.64967
165655,21,2,3,0,Married,9,912.3406014,1,45132.03007
158951,23,6,1,0,Single,13,911.5321693,1,45193.60847
194273,24,7,3,0,Single,12,910.9480966,1,45336.40483
115431,17,0,3,0,Single,11,910.6919164,1,45185.59582
150698,22,4,2,0,Single,14,909.7139133,1,45225.69567
110550,19,2,3,0,Single,6,909.7073767,1,45186.36884
198997,31,10,4,0,Single,4,909.6147219,1,45111.7361
150643,17,0,1,0,Single,12,908.9218149,1,44857.09075
109236,20,3,4,0,Single,15,906.6569461,1,45014.84731
155453,58,38,2,0,Single,2,906.6119094,1,44820.59547
156961,16,0,2,0,Single,10,906.6043671,1,45030.21836
166897,25,6,3,0,Married,2,906.2718078,1,45014.59039
164980,59,38,3,0,Single,1,906.1988692,1,45109.94346
131221,24,6,2,0,Single,11,906.1379206,1,44955.89603
112374,16,0,4,0,Married,1,905.766452,1,45059.3226
196174,17,0,2,0,Single,8,905.5988211,1,44872.94106
196673,18,1,1,0,Single,7,904.8401349,1,44664.00675
157023,44,25,2,1,Single,0,904.6842247,1,44901.21124
123071,57,39,4,0,Single,1,904.542576,1,44800.1288
160726,17,0,3,1,Single,9,904.0967949,1,44872.83975
190011,17,0,2,1,Single,1,903.8186993,1,44971.93497
173130,22,4,2,1,Married,2,903.5620212,1,44736.10106
142734,21,3,3,0,Single,12,902.9052832,1,44779.26416
152388,25,6,3,0,Single,13,902.8980685,1,44789.90343
151322,28,10,4,0,Single,3,901.8141232,1,44771.70616
195381,20,1,2,0,Single,13,901.0590477,1,44472.95239
103339,22,5,3,0,Single,9,900.8594808,1,44476.97404
170771,32,11,2,0,Single,4,900.7508798,1,44607.54399
119213,19,2,4,0,Single,10,900.421872,1,44573.0936
155424,24,7,4,0,Single,12,900.3112144,1,44562.56072
151376,22,4,4,0,Single,15,899.5962331,1,44614.81166
118623,19,1,4,0,Single,13,899.4890292,1,44417.45146
181506,20,3,4,0,Single,10,899.4736913,1,44374.68457
154925,24,6,2,0,Single,5,899.4357777,1,44543.78889
169627,20,3,2,0,Married,8,898.9884224,1,44378.42112
116337,33,14,2,1,Single,1,898.8948057,1,44463.74029
156489,58,38,3,0,Single,2,898.8260511,1,44733.30256
130843,55,34,2,0,Single,5,898.5889774,1,44531.44887
161811,21,4,4,1,Single,6,898.1259855,1,44373.29928
112262,23,5,3,0,Single,6,898.0880446,1,44449.40223
199569,22,3,1,0,Single,9,897.3301732,1,44287.50866
197393,34,13,3,0,Single,2,896.7493232,1,44409.46616
113898,45,28,2,0,Single,4,896.7392544,1,44337.96272
128349,29,11,3,0,Single,1,896.0307292,1,44217.53646
179151,20,1,1,0,Single,8,895.8877575,1,44250.38788
199788,25,7,4,0,Married,4,895.8863582,1,44468.31791
112948,18,0,3,0,Single,10,895.8679446,1,44381.39723
151795,16,0,2,0,Single,6,895.8225724,1,44368.12862
167134,28,7,1,0,Single,5,895.4863389,1,44267.31695
123558,39,21,4,0,Single,0,894.1464749,1,44460.32375
186178,21,4,2,0,Single,14,894.0514435,1,44129.57218
133185,24,6,2,0,Single,14,892.8377124,1,44161.88562
117460,26,5,3,0,Single,4,892.7377269,1,44039.88635
184236,54,33,2,0,Single,1,891.7757371,1,44357.78686
117922,21,2,1,0,Married,2,891.5187959,1,44270.9398
185325,21,4,4,0,Single,13,890.2712621,1,43963.56311
101176,23,4,3,0,Single,12,890.0562572,1,44040.81286
129739,23,4,3,0,Single,9,888.8297571,1,44230.48786
175758,60,40,3,0,Single,5,888.5431868,1,44217.15934
120312,24,6,4,0,Single,14,888.3916178,1,44182.58089
182418,24,7,1,0,Single,14,888.0452687,1,44027.26344
151465,37,20,2,0,Single,0,887.8276787,1,43819.38394
179724,25,6,4,0,Single,11,887.7569489,1,43933.84745
193969,45,26,2,1,Single,3,887.3625199,1,44131.126
192264,20,1,2,0,Single,12,887.0470283,1,44082.35142
163248,22,5,3,0,Single,13,886.4901177,1,43920.50589
190851,22,5,2,0,Single,9,886.4107121,1,43928.53561
143662,23,6,2,0,Married,3,886.1880093,1,43922.40047
169738,16,0,2,1,Single,6,884.8413585,1,43869.06793
126747,18,0,3,0,Single,9,884.7424128,1,43793.12064
127645,40,22,3,0,Single,4,884.6429806,1,43784.14903
149280,20,2,2,0,Single,13,884.2743717,1,43795.71859
181057,21,3,2,0,Married,4,883.5604761,1,43589.02381
112586,17,0,3,1,Single,14,881.8866539,1,43529.3327
113611,24,5,1,0,Single,15,880.953005,1,43680.65025
114798,16,0,1,0,Single,15,880.5423223,1,43719.11612
129951,22,4,3,1,Single,15,880.436309,1,43433.81545
130541,25,8,2,0,Single,13,880.3170622,1,43578.85311
113227,39,18,2,1,Single,1,880.3158034,1,43752.79017
126104,50,31,3,0,Single,2,880.0825294,1,43652.12647
105433,25,6,1,1,Single,1,879.8218612,1,43608.09306
179079,23,4,3,0,Single,15,879.2732699,1,43385.6635
162801,21,3,3,0,Single,6,878.9935855,1,43351.67928
142650,61,44,4,0,Single,0,878.8911742,1,43726.55871
184991,22,3,4,0,Single,13,878.7386362,1,43339.93181
100180,18,1,2,0,Single,10,878.6432238,1,43354.16119
102655,21,4,3,0,Single,12,878.0601151,1,43428.00576
172979,36,15,1,1,Single,4,877.9333318,1,43589.66659
142404,18,0,2,1,Single,8,877.6314114,1,43492.57057
157853,58,40,2,0,Single,0,877.1687137,1,43611.43569
140896,17,0,1,0,Single,15,877.0778833,1,43292.89417
187977,48,28,3,0,Single,5,877.0190257,1,43603.95129
147235,24,6,2,0,Single,12,876.8373128,1,43475.86564
155073,53,32,1,1,Single,4,875.5579818,1,43483.89909
140467,50,29,2,0,Single,1,875.2491631,1,43453.45816
109501,22,4,1,0,Single,12,874.4650234,1,43175.25117
161535,19,2,2,1,Single,9,874.335659,1,43283.78295
150930,58,37,4,1,Single,4,874.0454331,1,43252.27166
186820,22,3,2,1,Single,5,872.2668873,1,43292.34437
128690,20,3,4,0,Single,12,872.0708925,1,43154.54463
169504,20,1,2,1,Single,5,872.0054822,1,43067.27411
143938,16,0,3,1,Single,3,871.983205,1,43066.16025
167652,25,7,4,0,Single,9,871.3147058,1,43071.73529
138407,57,39,3,1,Single,0,870.5953191,1,43157.76596
168922,23,6,2,1,Single,7,870.4727891,1,43210.63946
150561,19,2,3,0,Married,3,869.2425615,1,43097.12808
137141,24,5,3,0,Single,12,868.7337283,1,43132.68642
168794,19,2,3,0,Single,9,868.3792568,1,43141.96284
118590,56,35,4,1,Single,0,868.2423373,1,43061.11687
134655,24,5,2,0,Single,11,868.1959057,1,43101.79529
123277,21,4,3,0,Single,5,867.8923141,1,42905.61571
137207,24,5,4,0,Single,11,867.5820474,1,42904.10237
130506,20,1,1,0,Single,13,867.5781431,1,42947.90716
106850,19,0,2,0,Married,5,867.23165,1,43141.5825
175631,58,39,2,0,Single,4,867.1481766,1,43136.40883
104310,19,0,3,0,Married,6,865.4965116,1,42956.82558
195602,33,15,2,0,Single,1,865.3294783,1,42793.47392
166862,25,7,1,1,Single,5,865.1700498,1,42905.50249
114055,28,10,1,1,Single,3,865.1666105,1,43031.33053
163425,24,7,1,0,Single,6,865.1338794,1,42832.69397
196468,33,14,2,0,Single,0,864.8282591,1,42816.41296
146103,23,6,2,0,Single,15,864.624116,1,42903.2058
149049,16,0,2,1,Single,8,863.5664988,1,42607.32494
114641,23,5,2,0,Single,13,863.5322451,1,42975.61226
178117,20,3,2,0,Single,12,862.7117483,1,42828.58742
127638,22,3,1,0,Single,8,862.4872404,1,42778.36202
148888,39,20,1,0,Single,0,862.1750525,1,42682.75263
134971,57,36,1,1,Single,2,861.7717368,1,42768.58684
176375,45,25,2,1,Single,2,861.7152966,1,42785.76483
116098,20,2,3,1,Single,13,861.4828046,1,42742.14023
114426,46,29,2,0,Single,1,861.3950543,1,42836.75272
160342,20,1,3,0,Single,8,861.000057,1,42649.00285
187193,53,33,2,0,Single,0,860.7963518,1,42604.81759
117149,17,0,3,0,Single,12,860.4545437,1,42819.72719
125870,24,7,3,0,Single,12,859.2409475,1,42656.04738
158455,51,32,3,0,Single,1,858.1128834,1,42328.64417
199174,25,7,2,1,Single,1,857.9935307,1,42517.67654
139916,17,0,3,0,Single,8,857.9576175,1,42661.88088
193011,24,5,1,0,Single,9,857.4740156,1,42408.70078
149720,20,1,4,0,Single,9,857.3325509,1,42650.62755
140546,21,3,3,0,Single,13,857.0885895,1,42633.42948
114976,24,5,3,1,Single,0,856.298933,1,42528.94665
101304,19,1,3,0,Married,2,856.1352159,1,42360.7608
114113,45,28,4,0,Single,3,856.1075666,1,42384.37833
169967,40,21,4,0,Single,2,855.9220408,1,42576.10204
137671,19,2,2,0,Single,7,855.3519575,1,42529.59788
105405,16,0,1,0,Single,8,855.2744104,1,42374.72052
156075,21,4,3,0,Single,8,854.6332739,1,42241.6637
101814,18,1,2,1,Single,4,854.6130422,1,42414.65211
148712,17,0,2,0,Single,11,853.5472693,1,42335.36347
172878,17,0,2,1,Single,2,853.5172334,1,42170.86167
132270,34,15,2,0,Single,0,853.1898691,1,42285.49346
132758,22,3,1,0,Single,11,853.178004,1,42331.9002
161478,17,0,1,0,Single,13,852.9917769,1,42150.58885
152189,69,50,4,0,Single,0,852.7946893,1,42243.73447
149377,17,0,3,0,Single,7,852.6772216,1,42423.86108
152657,55,36,2,1,Single,3,852.6038376,1,42426.19188
163450,25,6,3,0,Single,11,851.8635648,1,42090.17824
183501,24,5,2,0,Single,12,851.6316833,1,42121.58417
182324,27,6,4,0,Single,5,851.2897498,1,42273.48749
189194,21,4,4,0,Single,14,849.7975643,1,42220.87822
138691,24,7,2,0,Single,7,849.4587334,1,41934.93667
134822,53,35,2,0,Single,3,849.1458105,1,41940.29053
144281,24,7,2,0,Single,8,848.20531,1,42143.2655
156355,17,0,4,1,Single,9,848.1450321,1,42175.25161
197902,20,1,2,0,Single,11,848.0448585,1,41994.24293
151193,25,6,2,0,Single,8,847.9486516,1,41857.43258
107331,17,0,1,1,Single,10,847.5286139,1,42060.4307
163805,17,0,2,1,Married,2,847.3971276,1,41835.85638
197720,34,15,3,0,Single,2,847.3281865,1,41859.40933
196670,18,0,2,0,Single,9,846.0133552,1,42075.66776
184960,25,8,2,0,Single,6,845.9031137,1,41949.15569
152298,23,4,1,0,Single,10,845.7592784,1,41727.96392
111024,44,24,3,0,Single,2,845.6608289,1,41850.04145
113547,44,25,3,0,Single,3,845.4949707,1,41909.74854
178804,24,5,3,0,Single,10,845.2984939,1,41950.9247
179759,19,0,1,0,Single,13,844.9966518,1,41996.83259
120756,26,6,3,0,Single,3,843.5965041,1,41757.82521
161227,47,27,4,0,Single,4,843.3687661,1,41960.43831
115163,63,46,2,0,Single,0,842.7744806,1,41802.72403
110474,19,1,1,1,Single,5,842.361699,1,41616.08495
155197,22,3,3,0,Single,13,841.8967517,1,41557.83759
171316,25,8,3,0,Married,6,841.7800349,1,41761.00175
196933,17,0,1,0,Single,7,841.6097425,1,41751.48713
125427,42,22,2,0,Single,5,841.2897521,1,41551.48761
108947,34,14,3,1,Single,0,840.4201906,1,41470.00953
134345,39,22,4,0,Single,5,839.7674111,1,41727.37056
103072,18,1,1,1,Married,4,839.6952451,1,41553.76226
187192,25,6,3,0,Single,3,839.6352567,1,41611.76284
118634,16,0,1,1,Single,2,839.4242413,1,41562.21207
108466,20,3,4,0,Single,10,839.3059837,1,41743.29919
126019,17,0,2,0,Married,2,839.0500314,1,41364.50157
192376,58,41,4,0,Single,3,838.9273372,1,41593.36686
129838,39,19,3,1,Single,0,838.8723606,1,41590.61803
127886,25,7,2,0,Married,4,838.6878046,1,41598.39023
183448,18,1,1,1,Single,5,838.4535579,1,41690.6779
128138,25,8,4,0,Married,3,838.391464,1,41602.5732
157165,19,0,3,0,Single,10,837.7497832,1,41287.48916
150786,36,19,3,0,Single,1,837.7117701,1,41420.58851
101731,25,6,3,0,Single,11,837.5364949,1,41409.82475
106139,38,21,1,1,Single,0,837.4720719,1,41470.6036
193285,16,0,2,0,Single,12,837.4157377,1,41471.78689
110661,22,3,4,0,Single,15,837.372063,1,41569.60315
154549,22,3,1,1,Married,1,837.3677817,1,41350.38909
175640,21,2,2,1,Married,3,837.216986,1,41408.8493
105249,22,5,3,0,Single,11,836.5161262,1,41386.80631
127432,28,11,1,0,Single,4,836.2796454,1,41226.98227
150146,44,23,2,0,Single,4,836.218815,1,41323.94075
130871,21,3,4,0,Single,8,835.9234667,1,41467.17334
145887,39,19,2,0,Single,0,835.8613877,1,41583.06939
186803,19,0,1,0,Single,14,835.5043575,1,41291.21788
168145,36,19,2,1,Single,0,834.4249675,1,41473.24838
174033,24,6,2,0,Single,8,834.413299,1,41362.66495
158979,22,3,2,0,Single,7,834.28166,1,41221.083
114039,16,0,3,1,Single,4,834.1661725,1,41491.30863
172471,41,22,3,0,Single,4,833.740771,1,41199.03855
125401,25,7,1,0,Single,13,832.9295306,1,41206.47653
120404,30,10,3,1,Single,3,832.7590839,1,41171.95419
137736,20,2,4,0,Single,11,832.5978179,1,41061.8909
170717,24,5,1,0,Single,12,831.9907195,1,41196.53598
128154,24,6,3,0,Single,6,831.9525677,1,41040.62839
155098,53,35,2,0,Single,4,831.8201575,1,41119.00788
131060,23,5,3,0,Single,12,831.7622185,1,41117.11093
121202,48,27,3,0,Single,1,831.7003993,1,41183.01997
109587,36,17,3,1,Single,3,830.9321942,1,41267.60971
143582,28,7,3,0,Single,3,830.5209925,1,40990.04963
167724,39,19,3,0,Single,4,828.8621037,1,41045.10519
149767,26,6,4,0,Single,3,828.5666144,1,41173.33072
164011,18,0,3,0,Single,11,828.2996803,1,40954.98402
132670,38,21,4,0,Single,3,828.1457095,1,41201.28548
163122,36,19,4,0,Single,3,826.600291,1,40930.01455
167700,16,0,3,1,Single,1,826.1310526,1,41063.55263
166244,33,14,3,1,Single,1,825.9355909,1,40961.77955
124525,24,6,4,0,Single,11,825.5370097,1,41033.85049
129582,40,23,1,1,Single,2,825.530745,1,40696.53725
152556,44,25,2,0,Single,3,825.4557724,1,41046.78862
140879,19,1,3,0,Single,7,825.4040835,1,40780.20418
127518,22,5,4,0,Single,11,825.3943013,1,41027.71507
197555,29,10,1,1,Single,0,825.2772277,1,40860.86139
143639,22,3,2,1,Single,3,825.2313449,1,40709.56725
121347,21,3,4,0,Single,11,824.9399434,1,40700.99717
126940,29,12,4,0,Single,1,824.1849697,1,40783.24849
148188,16,0,3,0,Single,13,823.9431127,1,40935.15564
104069,17,0,2,0,Married,3,823.7885094,1,40892.42547
168411,67,46,3,0,Single,2,823.0331624,1,40647.65812
180420,22,4,4,0,Married,9,822.4705539,1,40734.5277
174925,43,22,3,0,Single,2,822.0191275,1,40825.95638
173111,17,0,3,0,Single,12,821.9540619,1,40828.7031
161672,25,7,3,0,Single,12,821.6369946,1,40863.84973
160543,20,1,3,1,Single,8,821.5817084,1,40754.08542
123905,55,35,3,1,Single,4,821.5480216,1,40537.40108
185565,31,12,1,0,Single,4,820.9288721,1,40710.44361
110704,24,5,2,1,Single,4,820.8498927,1,40643.49464
156743,20,3,2,1,Single,15,820.7664852,1,40611.32426
101900,23,5,4,1,Single,7,820.2508634,1,40575.54317
170526,18,0,4,0,Single,10,820.2432806,1,40546.16403
122970,21,2,3,0,Single,13,819.5961656,1,40724.80828
151731,23,4,2,0,Single,15,819.5266661,1,40441.33331
163505,28,10,4,0,Single,5,819.3876678,1,40697.38339
108018,58,39,1,0,Single,0,818.0944497,1,40344.72249
156090,31,13,1,0,Single,2,817.9641516,1,40538.20758
192644,52,35,2,0,Single,5,817.8884176,1,40336.42088
101100,19,2,2,0,Single,11,817.0889534,1,40418.44767
168139,21,2,4,1,Single,0,816.5543542,1,40615.71771
133653,53,34,4,0,Single,1,815.9700344,1,40330.50172
194779,52,33,1,0,Single,2,815.6127623,1,40236.63812
123300,17,0,4,0,Single,12,815.5316177,1,40414.58089
177744,16,0,2,1,Single,14,814.827043,1,40143.35215
108343,24,6,3,0,Single,15,814.6169377,1,40384.84689
136629,22,3,2,0,Single,7,813.9865215,1,40118.32608
136014,29,11,4,0,Single,1,813.7948792,1,40226.74396
140358,20,2,3,0,Single,13,813.7886128,1,40136.43064
112032,55,36,3,0,Single,1,813.5079191,1,40110.39596
156994,55,38,2,0,Single,2,813.3357101,1,40183.78551
152780,32,13,2,0,Single,0,813.2375101,1,40266.87551
135205,27,8,2,1,Single,0,813.2008888,1,40077.04444
180217,42,24,3,0,Single,3,812.8991652,1,40243.95826
171799,23,5,2,0,Single,11,812.7566703,1,40250.83352
188065,22,4,3,0,Married,3,812.6058671,1,40203.29336
178971,54,33,4,0,Single,2,812.388498,1,40357.4249
144509,29,12,3,0,Single,4,812.2876834,1,40088.38417
117357,19,1,3,0,Single,13,812.2123093,1,40240.61547
156644,53,36,2,1,Single,2,812.0970481,1,40173.85241
128056,17,0,2,1,Single,12,811.6163512,1,40321.81756
143659,23,5,3,1,Single,9,810.8454527,1,40257.27264
195943,28,11,1,0,Single,5,810.8059873,1,40187.29937
148898,22,3,2,1,Single,0,810.6958771,1,40228.79386
113232,18,0,1,0,Single,13,810.3321729,1,40036.60865
174454,57,37,3,0,Single,4,810.3233857,1,40024.16929
170970,18,1,2,1,Married,3,809.9843557,1,39911.21779
139191,22,3,2,0,Single,12,809.5177125,1,40237.88563
186586,19,0,3,0,Single,12,809.1885008,1,40058.42504
159367,28,8,1,1,Single,1,809.1460715,1,39931.30358
167758,21,4,1,0,Single,8,809.0071153,1,39958.35577
193588,66,45,2,0,Single,1,808.9727914,1,39940.63957
122750,16,0,2,0,Single,14,808.8667038,1,40029.33519
132928,35,18,4,1,Single,5,808.8431858,1,40014.15929
114357,21,4,1,1,Single,7,808.7610789,1,40031.05395
112294,24,7,2,1,Single,6,808.6426951,1,40009.13476
116764,40,23,4,0,Single,4,808.310749,1,40135.53745
172421,21,3,2,0,Married,2,807.7350617,1,39828.75309
199078,29,8,3,1,Single,1,807.6592434,1,40120.96217
138615,48,27,3,0,Single,3,807.3712285,1,39901.56143
100303,59,40,1,0,Single,2,807.2839766,1,40111.19883
191802,17,0,2,1,Single,11,807.2224591,1,40070.12296
120595,22,5,4,0,Single,7,807.1660883,1,39956.30442
108669,17,0,1,1,Married,4,806.8782918,1,40034.91459
120355,25,7,2,0,Single,12,806.5279584,1,39932.39792
149422,21,2,2,1,Single,2,805.8564752,1,39806.82376
142167,25,8,3,0,Single,9,805.7545692,1,40038.72846
135519,25,8,1,1,Married,1,805.5978863,1,39822.89432
191329,25,8,2,1,Single,7,805.5687001,1,40073.43501
173015,25,6,2,1,Single,5,805.4390507,1,39759.95254
113746,46,25,1,0,Single,4,805.3226847,1,39703.13424
188465,21,4,2,0,Single,3,804.7640707,1,39868.20354
168182,47,29,3,0,Single,1,804.6557167,1,39776.78584
147112,24,6,2,1,Single,13,803.8944195,1,39903.72098
198419,64,46,1,0,Single,2,803.706458,1,39631.3229
195236,39,20,3,0,Single,0,803.6527948,1,39756.63974
113026,25,7,3,0,Single,15,802.9377782,1,39654.88891
104457,20,3,3,1,Single,6,802.8991513,1,39719.95757
142840,54,33,2,0,Single,3,802.797211,1,39667.86055
164869,21,3,2,0,Single,12,802.6177559,1,39852.8878
178699,18,1,1,0,Single,9,802.0179957,1,39892.89979
122326,35,16,4,1,Single,3,801.9689769,1,39536.44885
165231,23,6,1,0,Single,14,801.8957989,1,39540.78995
136056,33,13,4,0,Single,1,801.5256903,1,39631.28452
113910,21,4,3,0,Married,10,801.4144112,1,39487.72056
124642,23,6,1,0,Single,14,801.2580357,1,39754.90179
133739,58,37,2,0,Single,0,800.9668415,1,39534.34208
131359,22,5,1,0,Single,6,800.9309908,1,39622.54954
187238,43,22,4,0,Single,2,800.8715333,1,39769.57667
188474,17,0,3,0,Single,11,800.8220074,1,39447.10037
196799,16,0,3,1,Single,6,800.818839,1,39707.94195
169116,31,12,1,0,Single,2,800.6210897,1,39466.05449
134296,38,17,1,1,Single,0,800.5456109,1,39567.28055
126133,22,3,2,0,Single,15,800.4356427,1,39454.78214
160190,20,3,2,1,Single,15,800.4307807,1,39681.53904
110569,21,3,2,0,Married,7,800.2390702,1,39606.95351
148876,22,4,2,0,Married,0,800.0111715,1,39419.55858
119863,19,1,4,0,Single,10,799.9744139,1,39692.7207
153238,37,16,2,0,Single,4,799.820527,1,39621.02635
175030,18,0,3,1,Single,10,799.7889888,1,39673.44944
185238,36,16,2,1,Single,3,799.3756691,1,39466.78346
125795,24,5,3,0,Single,12,798.1434548,1,39309.17274
165849,21,4,3,1,Single,15,798.0314367,1,39573.57184
101507,17,0,3,0,Single,6,797.7268973,1,39617.34487
119945,46,25,4,1,Single,5,797.6864221,1,39411.32111
169001,41,23,1,1,Single,0,797.4727074,1,39447.63537
150204,28,7,3,0,Single,1,797.3344963,1,39268.72482
132403,42,23,2,0,Single,2,797.3170676,1,39610.85338
148429,17,0,2,0,Single,9,797.2267243,1,39358.33622
197579,34,14,3,1,Single,4,796.8075628,1,39618.37814
178839,48,28,2,1,Single,0,796.5701342,1,39278.50671
188452,25,6,3,1,Single,9,796.4004917,1,39225.02459
109133,52,31,2,0,Single,1,796.2903449,1,39500.51725
103182,66,46,1,0,Single,1,796.0709274,1,39264.54637
158616,25,6,2,1,Single,8,795.929798,1,39550.4899
167265,21,4,4,0,Single,15,795.6680301,1,39372.40151
170525,20,3,2,0,Married,6,795.5997796,1,39371.98898
114445,57,39,1,1,Single,0,795.1639064,1,39433.19532
160756,25,8,3,0,Single,6,795.014178,1,39480.7089
119439,25,7,1,1,Single,2,794.6637929,1,39176.18965
155627,23,5,3,0,Single,6,794.1462024,1,39256.31012
149194,47,27,1,1,Single,2,793.1536372,1,39186.68186
151623,24,7,2,1,Single,14,793.1202872,1,39059.01436
198256,20,2,3,1,Single,6,793.0381979,1,39227.9099
