Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness
1180,0,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,1,F,call,9,10,8,3,2
1181,4,Detractor,N,4,1,Married,Tier2,Card,6,M,call,7,4,3,10,4
1182,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,5,F,call,7,10,6,2,3
1183,1,Detractor,N,4,2,Married,Tier1,Cash,1,M,call,6,5,5,8,5
1184,7,Passives,N,4,8,Not Married,Tier2,Ziggy Credit,7,F,m-comm,6,7,2,1,7
1185,9,Promoter,Y,4,1,Married,Tier1,Card,9,M,m-comm,9,7,1,3,8
1186,5,Detractor,N,4,4,Not Married,Tier1,e-Wallet,6,F,call,2,5,1,10,2
1187,2,Detractor,N,4,8,Married,Tier2,Cash,3,M,call,1,10,2,6,1
1188,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,5,F,call,5,9,4,6,3
1189,2,Detractor,N,4,3,Married,Tier1,Card,4,M,call,9,5,4,6,6
1190,7,Passives,N,4,6,Not Married,Tier2,e-Wallet,7,F,m-comm,5,2,3,2,4
1191,7,Passives,N,4,3,Married,Tier3,Cash,6,M,call,8,4,2,5,6
1192,5,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,7,F,call,2,5,9,1,1
1193,6,Detractor,N,4,1,Married,Tier2,Card,4,M,call,3,4,9,6,6
1194,9,Promoter,N,4,7,Married,Tier1,e-Wallet,5,F,m-comm,8,4,3,6,7
1195,5,Detractor,N,4,2,Married,Tier1,Cash,5,M,call,1,10,9,5,6
1196,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,8,F,m-comm,3,2,3,3,7
1197,7,Passives,N,4,9,Married,Tier3,Card,5,M,call,4,5,4,1,2
1198,9,Promoter,N,4,6,Married,Tier1,e-Wallet,10,F,m-comm,3,3,9,9,9
1199,6,Detractor,N,4,7,Married,Tier2,Cash,6,M,call,8,6,10,10,2
1200,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,1,F,call,7,7,6,10,8
1201,7,Passives,Y,4,10,Married,Tier1,Card,3,M,e-comm,4,2,2,1,8
1202,7,Passives,N,4,10,Not Married,Tier2,e-Wallet,3,F,m-comm,4,2,6,7,6
1203,7,Passives,N,4,4,Married,Tier3,Cash,2,M,call,6,10,10,6,9
1204,3,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,6,F,call,1,10,10,10,2
1205,4,Detractor,N,4,7,Married,Tier2,Card,4,M,call,4,1,9,4,2
1206,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,2,F,call,4,1,8,4,5
1207,0,Detractor,N,4,8,Married,Tier1,Cash,5,M,call,7,6,9,4,5
1208,4,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,7,F,call,6,3,8,4,1
1209,7,Passives,N,4,10,Married,Tier3,Card,2,M,call,7,3,7,1,9
1210,10,Promoter,N,4,7,Married,Tier1,e-Wallet,6,F,m-comm,2,10,6,10,10
1211,4,Detractor,N,4,2,Married,Tier2,Cash,6,M,call,7,6,1,2,3
1212,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,7,F,call,5,2,8,8,6
1213,0,Detractor,N,4,5,Married,Tier1,Card,7,M,call,5,8,8,9,5
1214,2,Detractor,N,4,7,Not Married,Tier2,e-Wallet,6,F,call,2,8,4,6,2
1215,7,Passives,N,4,1,Married,Tier3,Cash,3,M,call,4,5,4,5,3
1216,1,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,3,F,call,7,1,9,9,5
1217,3,Detractor,N,4,10,Married,Tier2,Card,2,M,call,7,8,4,7,2
1218,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,3,F,call,7,4,9,2,10
1219,8,Passives,Y,4,4,Married,Tier1,Cash,4,M,e-comm,9,8,6,1,1
1220,5,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,4,F,call,3,10,7,1,2
1221,10,Promoter,Y,4,2,Married,Tier1,Card,8,M,m-comm,10,1,8,6,9
1222,8,Passives,N,4,8,Not Married,Tier1,e-Wallet,3,F,e-comm,7,1,5,4,4
1223,4,Detractor,N,4,9,Married,Tier2,Cash,1,M,call,2,6,7,6,5
1224,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,2,F,call,4,5,2,6,5
1225,4,Detractor,N,4,10,Married,Tier1,Card,5,M,call,3,5,2,6,5
1226,0,Detractor,N,4,9,Not Married,Tier2,e-Wallet,5,F,call,10,7,1,6,5
1227,7,Passives,N,4,6,Married,Tier3,Cash,6,M,call,6,1,2,9,10
1228,6,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,6,F,call,9,1,8,1,5
1229,0,Detractor,N,4,8,Married,Tier2,Card,2,M,call,4,1,7,3,6
1230,8,Passives,N,4,8,Not Married,Tier3,e-Wallet,3,F,call,6,5,1,7,10
1231,7,Passives,Y,4,2,Married,Tier1,Cash,5,M,e-comm,10,3,5,8,6
1232,5,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,6,F,call,6,6,4,7,3
1233,8,Passives,Y,4,1,Married,Tier3,Card,3,M,call,6,7,8,3,2
1234,2,Detractor,N,4,2,Not Married,Tier1,e-Wallet,4,F,call,10,3,7,7,6
1235,2,Detractor,N,4,2,Married,Tier2,Cash,6,M,call,1,8,7,5,4
1236,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,6,F,call,8,2,4,4,3
1237,9,Promoter,Y,4,4,Married,Tier1,Card,10,M,m-comm,10,4,5,4,9
1238,6,Detractor,N,4,9,Not Married,Tier2,e-Wallet,1,F,call,5,7,10,9,2
1239,8,Passives,Y,4,7,Married,Tier3,Cash,1,M,call,6,2,4,6,9
1240,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,7,F,m-comm,6,10,10,5,9
1241,6,Detractor,N,4,10,Married,Tier2,Card,1,M,call,10,1,5,6,1
1242,8,Passives,N,4,5,Not Married,Tier3,e-Wallet,7,F,call,5,5,6,3,8
1243,6,Detractor,N,4,6,Married,Tier1,Cash,4,M,call,10,2,5,2,6
1244,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,2,4,9,3,8
1245,7,Passives,N,4,7,Married,Tier3,Card,6,M,call,6,2,10,7,4
1246,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,10,7,8,8,7
1247,8,Passives,Y,4,9,Married,Tier2,Cash,6,M,m-comm,8,3,5,5,1
1248,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,7,2,3,8,10
1249,1,Detractor,N,4,6,Married,Tier1,Card,4,M,call,8,3,10,5,5
1250,5,Detractor,N,4,5,Not Married,Tier2,e-Wallet,4,F,call,5,3,7,5,1
1251,7,Passives,N,4,1,Married,Tier3,Cash,6,M,call,7,7,2,2,6
1252,8,Passives,N,4,4,Not Married,Tier1,Ziggy Credit,6,F,e-comm,9,7,2,7,1
1253,0,Detractor,N,4,6,Married,Tier2,Card,1,M,call,3,9,4,6,2
1254,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,1,F,call,8,5,1,7,10
1255,6,Detractor,N,4,8,Married,Tier1,Cash,3,M,call,10,8,5,8,2
1256,5,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,1,F,call,10,4,1,4,1
1257,10,Promoter,Y,4,7,Married,Tier1,Card,8,M,m-comm,10,8,8,1,8
1258,10,Promoter,N,4,6,Married,Tier1,e-Wallet,10,F,m-comm,9,7,4,4,9
1259,6,Detractor,N,4,6,Married,Tier2,Cash,4,M,call,5,5,5,2,3
1260,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,2,F,call,8,10,2,9,2
1261,5,Detractor,N,4,5,Married,Tier1,Card,5,M,call,4,3,2,3,5
1262,8,Passives,N,4,4,Not Married,Tier2,e-Wallet,6,F,m-comm,9,8,4,3,9
1263,7,Passives,N,4,2,Married,Tier3,Cash,6,M,call,5,9,7,2,10
1264,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,7,F,m-comm,8,1,2,4,10
1265,9,Promoter,Y,4,3,Married,Tier1,Card,9,M,m-comm,10,1,3,1,7
1266,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,3,F,call,7,10,7,8,2
1267,5,Detractor,N,4,9,Married,Tier1,Cash,3,M,call,9,7,2,8,4
1268,1,Detractor,N,4,5,Not Married,Tier2,Ziggy Credit,4,F,call,3,1,3,7,2
1269,7,Passives,Y,4,4,Married,Tier3,Card,5,M,call,4,1,8,8,10
1270,7,Passives,N,4,8,Not Married,Tier1,e-Wallet,2,F,e-comm,3,3,4,8,4
1271,1,Detractor,N,4,1,Married,Tier2,Cash,2,M,call,3,4,7,3,1
1272,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,4,F,call,7,9,2,7,6
1273,5,Detractor,N,4,4,Married,Tier1,Card,4,M,call,4,4,7,8,1
1274,6,Detractor,N,4,4,Not Married,Tier2,e-Wallet,6,F,call,8,1,3,6,1
1275,7,Passives,N,4,3,Married,Tier3,Cash,7,M,call,6,10,8,8,1
1276,1,Detractor,N,4,1,Not Married,Tier1,Ziggy Credit,3,F,call,8,1,4,2,5
1277,2,Detractor,N,4,7,Married,Tier2,Card,2,M,call,8,3,5,3,5
1278,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,7,F,call,7,6,3,5,3
1279,3,Detractor,N,4,8,Married,Tier1,Cash,2,M,call,1,4,2,1,1
1280,3,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,1,F,call,4,3,5,8,2
1281,9,Promoter,Y,4,2,Married,Tier1,Card,9,M,m-comm,10,4,7,4,8
1282,2,Detractor,N,4,1,Not Married,Tier1,e-Wallet,3,F,call,9,8,8,3,4
1283,6,Detractor,N,4,3,Married,Tier2,Cash,3,M,call,9,8,5,4,6
1284,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,5,F,call,4,10,2,1,8
1285,3,Detractor,N,4,10,Married,Tier1,Card,4,M,call,8,5,9,5,6
1286,9,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,1,10,3,8,9
1287,7,Passives,Y,4,5,Married,Tier3,Cash,2,M,call,5,9,2,3,5
1288,3,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,3,F,call,5,10,9,3,4
1289,7,Passives,Y,4,7,Married,Tier2,Card,3,M,m-comm,5,3,4,8,3
1290,10,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,6,4,8,7,8
1291,7,Passives,Y,4,7,Married,Tier1,Cash,6,M,e-comm,9,1,2,5,10
1292,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,5,F,m-comm,7,2,10,2,10
1293,7,Passives,N,4,1,Married,Tier3,Card,7,M,call,4,6,2,8,4
1294,2,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,1,8,10,1,1
1295,4,Detractor,N,4,4,Married,Tier2,Cash,2,M,call,9,1,2,6,4
1296,8,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,5,F,call,4,2,6,7,10
1297,8,Passives,Y,4,1,Married,Tier1,Card,3,M,e-comm,7,8,3,3,9
1298,3,Detractor,N,4,9,Not Married,Tier2,e-Wallet,3,F,call,1,6,8,9,6
1299,10,Promoter,Y,4,10,Married,Tier1,Cash,7,M,m-comm,6,6,7,9,10
1300,8,Passives,N,4,5,Not Married,Tier1,Ziggy Credit,6,F,e-comm,2,9,3,9,4
1301,4,Detractor,N,4,9,Married,Tier2,Card,5,M,call,3,5,4,8,6
1302,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,1,F,call,4,7,2,6,8
1303,1,Detractor,N,4,9,Married,Tier1,Cash,7,M,call,4,1,7,7,3
1304,7,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,5,F,m-comm,5,10,7,6,10
1305,7,Passives,N,4,10,Married,Tier3,Card,1,M,call,6,4,8,8,7
1306,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,3,F,call,2,6,8,7,2
1307,1,Detractor,N,4,5,Married,Tier2,Cash,3,M,call,5,3,6,5,5
1308,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,7,9,10,3,10
1309,4,Detractor,N,4,3,Married,Tier1,Card,5,M,call,3,5,6,9,3
1310,4,Detractor,N,4,7,Not Married,Tier2,e-Wallet,7,F,call,5,8,9,5,1
1311,7,Passives,N,4,5,Married,Tier3,Cash,3,M,call,4,2,7,1,3
1312,8,Passives,N,4,1,Not Married,Tier1,Ziggy Credit,7,F,e-comm,8,10,4,6,4
1313,10,Promoter,Y,4,1,Married,Tier1,Card,10,M,m-comm,7,2,6,2,9
1314,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,4,F,call,4,2,10,8,5
1315,7,Passives,Y,4,1,Married,Tier1,Cash,1,M,e-comm,4,4,6,9,1
1316,0,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,7,F,call,8,10,3,1,3
1317,7,Passives,N,4,4,Married,Tier3,Card,2,M,call,8,7,6,10,5
1318,2,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,8,4,9,2,1
1319,4,Detractor,N,4,7,Married,Tier2,Cash,5,M,call,6,4,10,10,3
1320,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,2,F,call,5,3,5,1,8
1321,1,Detractor,N,4,1,Married,Tier1,Card,3,M,call,9,4,10,4,2
1322,7,Passives,N,4,6,Not Married,Tier2,e-Wallet,1,F,m-comm,1,10,2,8,2
1323,7,Passives,N,4,6,Married,Tier3,Cash,6,M,call,8,3,9,5,9
1324,5,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,2,F,call,10,9,1,6,3
1325,9,Promoter,Y,4,7,Married,Tier1,Card,9,M,m-comm,6,10,9,9,10
1326,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,2,F,call,7,1,6,7,8
1327,5,Detractor,N,4,5,Married,Tier1,Cash,6,M,call,4,6,8,8,1
1328,8,Passives,N,4,4,Not Married,Tier2,Ziggy Credit,1,F,m-comm,5,8,4,7,1
1329,7,Passives,N,4,5,Married,Tier3,Card,2,M,call,7,2,10,8,4
1330,0,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,1,8,9,3,4
1331,9,Promoter,Y,4,4,Married,Tier1,Cash,10,M,m-comm,6,9,6,3,9
1332,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,7,F,call,6,9,3,8,9
1333,7,Passives,Y,4,2,Married,Tier1,Card,2,M,e-comm,9,9,8,3,2
1334,6,Detractor,N,4,7,Not Married,Tier2,e-Wallet,4,F,call,7,2,1,5,4
1335,7,Passives,N,4,4,Married,Tier3,Cash,2,M,call,6,3,5,6,3
1336,2,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,1,F,call,1,8,2,8,6
1337,6,Detractor,N,4,10,Married,Tier2,Card,4,M,call,8,5,3,7,6
1338,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,3,F,call,6,6,5,2,8
1339,2,Detractor,N,4,9,Married,Tier1,Cash,7,M,call,3,1,3,7,5
1340,5,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,6,F,call,10,1,4,7,5
1341,10,Promoter,Y,4,10,Married,Tier1,Card,9,M,m-comm,2,7,1,1,7
1342,9,Promoter,N,4,6,Married,Tier1,e-Wallet,8,F,m-comm,8,9,7,6,9
1343,8,Passives,Y,4,10,Married,Tier2,Cash,6,M,m-comm,3,9,3,6,4
1344,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,3,F,call,7,2,7,2,9
1345,8,Passives,Y,4,6,Married,Tier1,Card,6,M,e-comm,2,1,4,7,6
1346,10,Promoter,N,4,6,Married,Tier1,e-Wallet,8,F,m-comm,10,6,5,1,10
1347,7,Passives,N,4,6,Married,Tier3,Cash,2,M,call,4,10,5,6,3
1348,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,5,F,m-comm,8,5,3,6,10
1349,2,Detractor,N,4,5,Married,Tier2,Card,7,M,call,5,3,8,6,5
1350,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,3,F,call,6,3,7,9,1
1351,3,Detractor,N,4,2,Married,Tier1,Cash,1,M,call,10,9,1,10,5
1352,7,Passives,N,4,8,Not Married,Tier2,Ziggy Credit,1,F,m-comm,3,2,2,4,2
1353,10,Promoter,Y,4,10,Married,Tier1,Card,5,M,m-comm,6,2,3,6,8
1354,1,Detractor,N,4,2,Not Married,Tier1,e-Wallet,2,F,call,9,6,8,8,6
1355,9,Promoter,Y,4,7,Married,Tier1,Cash,8,M,m-comm,2,10,3,3,10
1356,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,10,F,m-comm,1,1,3,5,7
1357,4,Detractor,N,4,2,Married,Tier1,Card,7,M,call,7,5,7,6,4
1358,7,Passives,N,4,5,Not Married,Tier2,e-Wallet,2,F,m-comm,7,2,3,8,5
1359,7,Passives,N,4,5,Married,Tier3,Cash,6,M,call,4,10,2,4,4
1360,4,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,5,F,call,2,4,1,5,5
1361,1,Detractor,N,4,9,Married,Tier2,Card,4,M,call,8,8,4,10,6
1362,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,1,F,call,6,5,9,10,2
1363,1,Detractor,N,4,5,Married,Tier1,Cash,6,M,call,3,1,5,3,5
1364,5,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,6,F,call,10,9,6,6,3
1365,7,Passives,Y,4,3,Married,Tier3,Card,1,M,call,5,10,6,1,10
1366,6,Detractor,N,4,7,Not Married,Tier1,e-Wallet,6,F,call,7,3,1,10,4
1367,10,Promoter,Y,4,8,Married,Tier1,Cash,5,M,m-comm,1,1,9,5,7
1368,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,4,F,call,5,4,4,10,2
1369,1,Detractor,N,4,5,Married,Tier1,Card,1,M,call,1,3,6,4,6
1370,4,Detractor,N,4,9,Not Married,Tier2,e-Wallet,4,F,call,4,5,7,2,1
1371,7,Passives,N,4,4,Married,Tier3,Cash,4,M,call,4,6,1,4,10
1372,5,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,6,F,call,2,7,8,5,1
1373,6,Detractor,N,4,6,Married,Tier2,Card,7,M,call,4,1,4,1,1
1374,8,Passives,N,4,8,Not Married,Tier3,e-Wallet,2,F,call,5,3,6,5,7
1375,10,Promoter,Y,4,4,Married,Tier1,Cash,10,M,m-comm,10,8,3,1,9
1376,7,Passives,N,4,1,Not Married,Tier2,Ziggy Credit,3,F,m-comm,5,10,6,9,3
1377,7,Passives,N,4,1,Married,Tier3,Card,5,M,call,5,4,5,9,9
1378,10,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,10,5,3,7,10
1379,1,Detractor,N,4,2,Married,Tier2,Cash,5,M,call,9,8,9,8,1
1380,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,1,F,call,5,8,3,6,6
1381,0,Detractor,N,4,9,Married,Tier1,Card,7,M,call,1,10,4,3,3
1382,8,Passives,N,4,1,Not Married,Tier2,e-Wallet,5,F,m-comm,9,10,4,4,7
1383,7,Passives,N,4,2,Married,Tier3,Cash,2,M,call,8,5,1,7,9
1384,6,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,1,F,call,6,2,3,6,4
1385,0,Detractor,N,4,8,Married,Tier2,Card,7,M,call,9,7,1,9,4
1386,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,1,F,call,6,6,10,2,5
1387,5,Detractor,N,4,9,Married,Tier1,Cash,3,M,call,3,8,5,6,4
1388,2,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,7,F,call,8,3,7,1,6
1389,7,Passives,N,4,10,Married,Tier3,Card,2,M,call,5,1,7,5,10
1390,10,Promoter,N,4,6,Married,Tier1,e-Wallet,9,F,m-comm,7,9,10,5,9
1391,5,Detractor,N,4,6,Married,Tier2,Cash,4,M,call,3,9,2,6,1
1392,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,8,F,m-comm,1,6,3,5,7
1393,3,Detractor,N,4,4,Married,Tier1,Card,2,M,call,5,4,6,6,1
1394,1,Detractor,N,4,8,Not Married,Tier2,e-Wallet,2,F,call,1,4,6,6,5
1395,7,Passives,Y,4,4,Married,Tier3,Cash,5,M,call,5,10,4,6,5
1396,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,8,F,m-comm,8,8,6,7,8
1397,4,Detractor,N,4,9,Married,Tier2,Card,1,M,call,10,9,8,3,3
1398,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,1,F,call,4,3,3,6,2
1399,2,Detractor,N,4,3,Married,Tier1,Cash,6,M,call,5,3,6,8,2
1400,7,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,3,F,m-comm,8,9,10,1,10
1401,7,Passives,N,4,10,Married,Tier3,Card,4,M,call,7,8,4,3,2
1402,7,Passives,N,4,3,Not Married,Tier1,e-Wallet,6,F,e-comm,4,7,8,9,1
1403,1,Detractor,N,4,7,Married,Tier2,Cash,4,M,call,8,7,7,1,4
1404,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,2,F,call,6,1,8,4,10
1405,8,Passives,Y,4,5,Married,Tier1,Card,4,M,e-comm,4,6,5,1,9
1406,1,Detractor,N,4,4,Not Married,Tier2,e-Wallet,2,F,call,5,2,3,5,4
1407,7,Passives,N,4,8,Married,Tier3,Cash,4,M,call,6,1,5,9,8
1408,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,7,F,m-comm,8,2,2,4,8
1409,9,Promoter,Y,4,9,Married,Tier1,Card,7,M,m-comm,3,3,5,6,8
1410,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,2,F,call,8,5,7,4,8
1411,8,Passives,Y,4,8,Married,Tier1,Cash,6,M,e-comm,4,1,7,2,7
1412,8,Passives,N,4,2,Not Married,Tier2,Ziggy Credit,6,F,m-comm,4,4,4,5,10
1413,10,Promoter,Y,4,7,Married,Tier2,Card,8,M,m-comm,1,7,1,1,10
1414,5,Detractor,N,4,9,Not Married,Tier1,e-Wallet,1,F,call,9,9,10,10,1
1415,0,Detractor,N,4,4,Married,Tier2,Cash,3,M,call,4,2,2,4,6
1416,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,9,7,9,5,10
1417,3,Detractor,N,4,8,Married,Tier1,Card,1,M,call,4,8,6,10,4
1418,5,Detractor,N,4,8,Not Married,Tier2,e-Wallet,7,F,call,5,2,7,3,4
1419,10,Promoter,Y,4,10,Married,Tier1,Cash,10,M,m-comm,4,1,4,2,10
1420,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,9,F,m-comm,9,7,2,8,8
1421,6,Detractor,N,4,9,Married,Tier2,Card,6,M,call,3,1,4,4,5
1422,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,1,F,call,5,3,10,7,10
1423,7,Passives,Y,4,3,Married,Tier1,Cash,3,M,e-comm,4,4,1,5,5
1424,8,Passives,N,4,2,Not Married,Tier2,Ziggy Credit,7,F,m-comm,3,4,10,10,5
1425,7,Passives,N,4,6,Married,Tier3,Card,4,M,call,6,5,4,5,7
1426,1,Detractor,N,4,5,Not Married,Tier1,e-Wallet,7,F,call,6,1,10,7,6
1427,2,Detractor,N,4,7,Married,Tier2,Cash,5,M,call,8,9,3,7,4
1428,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,5,F,call,8,4,6,10,10
1429,7,Passives,Y,4,8,Married,Tier1,Card,6,M,e-comm,4,6,5,9,5
1430,6,Detractor,N,4,3,Not Married,Tier2,e-Wallet,7,F,call,5,5,2,2,2
1431,7,Passives,Y,4,8,Married,Tier3,Cash,7,M,call,6,6,2,1,5
1432,6,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,1,F,call,9,10,9,3,4
1433,5,Detractor,N,4,3,Married,Tier2,Card,2,M,call,4,10,10,3,4
1434,10,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,5,9,3,1,9
1435,7,Passives,Y,4,10,Married,Tier1,Cash,2,M,e-comm,1,10,10,7,8
1436,1,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,2,F,call,2,9,8,4,6
1437,7,Passives,N,4,6,Married,Tier3,Card,6,M,call,4,9,4,9,4
1438,10,Promoter,N,4,5,Married,Tier2,e-Wallet,6,F,m-comm,4,6,7,1,10
1439,4,Detractor,N,4,6,Married,Tier2,Cash,5,M,call,8,5,4,3,3
1440,8,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,4,F,call,7,1,5,2,5
1441,6,Detractor,N,4,10,Married,Tier1,Card,5,M,call,8,2,4,2,6
1442,10,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,8,1,6,3,10
1443,7,Passives,Y,4,3,Married,Tier3,Cash,1,M,call,4,4,8,2,4
1444,3,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,3,F,call,8,2,9,9,1
1445,0,Detractor,N,4,6,Married,Tier2,Card,4,M,call,10,2,8,10,6
1446,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,1,F,call,4,1,7,9,10
1447,9,Promoter,Y,4,1,Married,Tier1,Cash,7,M,m-comm,5,2,10,8,9
1448,0,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,4,F,call,1,10,5,5,5
1449,9,Promoter,Y,4,8,Married,Tier1,Card,5,M,m-comm,8,4,5,5,7
1450,6,Detractor,N,4,1,Not Married,Tier1,e-Wallet,4,F,call,8,5,4,5,3
1451,6,Detractor,N,4,9,Married,Tier2,Cash,7,M,call,1,9,4,5,6
1452,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,2,1,1,9,10
1453,10,Promoter,Y,4,2,Married,Tier1,Card,5,M,m-comm,6,9,4,9,9
1454,8,Passives,N,4,4,Not Married,Tier2,e-Wallet,3,F,m-comm,4,7,6,7,7
1455,7,Passives,Y,4,6,Married,Tier3,Cash,5,M,call,4,5,6,2,1
1456,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,9,F,m-comm,5,6,5,9,8
1457,4,Detractor,N,4,5,Married,Tier2,Card,5,M,call,10,5,4,6,5
1458,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,5,F,call,8,6,5,5,8
1459,8,Passives,Y,4,5,Married,Tier1,Cash,6,M,e-comm,4,10,2,8,8
1460,7,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,6,F,m-comm,8,6,8,4,3
1461,7,Passives,N,4,4,Married,Tier3,Card,6,M,call,6,4,2,9,4
1462,7,Passives,N,4,10,Not Married,Tier1,e-Wallet,5,F,e-comm,4,3,9,8,1
1463,7,Passives,Y,4,8,Married,Tier2,Cash,3,M,m-comm,2,10,7,9,6
1464,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,7,F,call,5,10,9,9,10
1465,9,Promoter,Y,4,3,Married,Tier1,Card,6,M,m-comm,5,7,3,9,7
1466,8,Passives,N,4,1,Not Married,Tier2,e-Wallet,4,F,m-comm,7,5,7,10,8
1467,7,Passives,N,4,7,Married,Tier3,Cash,5,M,call,7,6,7,4,1
1468,0,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,1,F,call,7,2,8,9,4
1469,9,Promoter,Y,4,4,Married,Tier1,Card,9,M,m-comm,10,2,8,1,10
1470,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,2,F,call,7,10,9,3,5
1471,9,Promoter,Y,4,9,Married,Tier1,Cash,9,M,m-comm,1,7,4,1,10
