Merchant_Id,Annual_Sales,Merchant_Location,Zone,No_of_helpers,Daily_OPEN_hours,Years_Open,Owner's_Age,Owner's_Education,Cashier_Sales_Person_Age,Merchant_Type,Shopping_Complex_Or_Standalone
6249,486,Boston,N,3,8,6,39,Graduation,22,Patnership,Standalone
6147,371,Boston,E,2,20,13,61,Graduation,34,Owner,Standalone
4985,35.66,Boston,N,13,19,1,72,No education,26,Patnership,Standalone
4205,179,NJ City,N,2,10,6,73,High School,22,Patnership,Standalone
6477,97.37,Boston,N,23,10,2,37,Graduation,18,Patnership,Standalone
6591,398,Boston,E,1,18,9,49,Graduation,29,Owner,Standalone
3739,270,NJ City,E,3,11,8,64,High School,24,Owner,Standalone
8108,386,NJ City,W,2,13,15,56,Graduation,30,Franchise,Complex
4055,248,NJ City,E,1,10,20,76,High School,33,Owner,Standalone
4870,179,NJ City,S,1,21,21,50,High School,35,Patnership,Complex
9495,453,NJ City,E,3,24,24,32,Graduation,31,Owner,Standalone
5385,82.59,Boston,N,10,8,1,34,Graduation,25,Patnership,Standalone
2468,107.79,NJ City,W,7,12,1,28,No education,33,Franchise,Complex
8501,376,NJ City,N,2,21,24,51,Graduation,24,Patnership,Standalone
9975,427,NJ City,E,3,17,23,38,Graduation,23,Owner,Standalone
9762,108.97,NJ City,S,4,15,2,29,Graduation,28,Patnership,Complex
5955,388,Boston,E,3,19,21,75,Graduation,27,Owner,Standalone
9543,40.93,NJ City,N,9,22,1,29,Graduation,26,Owner,Standalone
4391,255,NJ City,E,2,11,13,50,High School,28,Owner,Standalone
5773,375,Boston,N,2,23,16,60,Graduation,30,Patnership,Standalone
971,394.51,NJ City,E,20,10,4,50,No education,28,Owner,Standalone
4175,196,NJ City,E,3,22,14,31,High School,29,Owner,Standalone
7423,35.09,Boston,N,23,15,1,34,High School,29,Owner,Standalone
1485,102,NJ City,N,1,8,20,28,High School,33,Patnership,Standalone
6353,88.83,Boston,N,20,15,3,29,No education,20,Patnership,Standalone
5820,382,Boston,W,3,23,11,63,Graduation,25,Franchise,Complex
3665,96.32,NJ City,N,8,8,2,33,No education,33,Patnership,Standalone
8551,31.49,NJ City,N,15,10,2,34,High School,31,Owner,Standalone
1540,127,NJ City,W,3,11,24,77,High School,24,Franchise,Complex
5999,485,Boston,E,3,8,11,32,Graduation,19,Owner,Standalone
9487,477,NJ City,E,1,8,16,59,Graduation,23,Owner,Standalone
8011,7.77,Boston,N,13,9,2,33,High School,24,Owner,Standalone
1667,49.17,NJ City,E,12,8,1,25,No education,19,Owner,Standalone
2633,220.3,NJ City,N,9,10,1,49,No education,25,Patnership,Standalone
1636,47.13,NJ City,N,24,22,1,60,High School,26,Franchise,Complex
4168,7.2,NJ City,N,3,11,3,41,High School,24,Franchise,Complex
2130,208,NJ City,S,1,11,8,76,High School,24,Patnership,Complex
162,225,NJ City,S,2,10,24,26,High School,32,Patnership,Complex
8949,452,NJ City,N,1,11,19,43,Graduation,29,Patnership,Standalone
2318,248,NJ City,S,1,9,9,58,High School,28,Patnership,Complex
2849,76.33,NJ City,N,7,21,4,57,No education,33,Patnership,Standalone
4895,285,NJ City,E,3,22,20,67,High School,28,Owner,Standalone
845,264,NJ City,N,1,17,14,54,High School,23,Patnership,Standalone
3792,441,NJ City,W,2,11,5,40,Graduation,25,Franchise,Complex
7122,73.1,Boston,N,15,12,1,49,Graduation,22,Patnership,Complex
9692,7.69,NJ City,N,6,16,1,46,No education,19,Franchise,Complex
3634,126,NJ City,S,2,11,14,40,High School,35,Patnership,Complex
4558,66.91,NJ City,N,9,10,3,50,High School,19,Patnership,Complex
5212,482,Boston,W,3,21,11,55,Graduation,31,Franchise,Complex
7152,460,Boston,W,3,15,11,58,Graduation,27,Franchise,Complex
1518,270,NJ City,S,2,13,21,76,High School,26,Patnership,Complex
9498,411.76,NJ City,S,2,12,3,81,Graduation,19,Patnership,Complex
2160,246,NJ City,W,3,8,13,46,High School,19,Franchise,Complex
5046,431,Boston,S,2,19,11,48,Graduation,25,Patnership,Complex
3462,279,NJ City,S,1,15,14,34,High School,33,Patnership,Complex
432,66.76,NJ City,N,13,14,1,48,Graduation,34,Franchise,Complex
4077,216,NJ City,N,3,24,16,66,High School,33,Patnership,Standalone
6556,372,Boston,W,2,17,17,37,Graduation,29,Franchise,Complex
3000,312.68,NJ City,W,9,15,2,85,Graduation,21,Franchise,Complex
6342,481,Boston,S,2,8,21,32,Graduation,20,Patnership,Complex
3589,104,NJ City,N,1,23,12,67,High School,24,Patnership,Standalone
2894,27.47,NJ City,N,9,18,4,43,No education,28,Patnership,Complex
8373,440,NJ City,N,2,17,19,52,Graduation,31,Patnership,Standalone
7771,365,Boston,E,2,13,24,73,Graduation,34,Owner,Standalone
5633,437,Boston,N,2,13,14,59,Graduation,34,Patnership,Standalone
8357,420,NJ City,N,2,21,25,44,Graduation,19,Patnership,Standalone
8198,362,NJ City,S,2,21,16,61,Graduation,20,Patnership,Complex
4388,297,NJ City,W,2,19,24,30,High School,26,Franchise,Complex
2286,295,NJ City,S,2,14,6,43,High School,18,Patnership,Complex
2934,121,NJ City,S,3,22,21,82,High School,27,Patnership,Complex
7841,249.56,Boston,N,18,15,2,82,No education,34,Patnership,Standalone
1037,150,NJ City,N,2,12,6,68,High School,29,Patnership,Standalone
5966,412,Boston,S,1,13,19,82,Graduation,29,Patnership,Complex
9504,118.38,NJ City,W,15,19,4,73,Graduation,34,Franchise,Complex
8711,497,NJ City,E,2,12,19,41,Graduation,30,Owner,Standalone
1652,194.09,NJ City,W,9,19,2,66,No education,29,Franchise,Complex
9358,27.58,NJ City,N,13,18,2,47,High School,26,Patnership,Complex
6383,63.95,Boston,N,4,12,3,30,No education,23,Owner,Standalone
255,143,NJ City,E,3,21,17,45,High School,18,Owner,Standalone
2428,290,NJ City,W,3,17,10,57,High School,30,Franchise,Complex
9267,13.75,NJ City,N,11,9,4,32,Graduation,23,Owner,Standalone
2371,317.82,NJ City,E,8,18,4,82,High School,34,Owner,Standalone
6935,436,Boston,E,2,11,7,73,Graduation,19,Owner,Standalone
5514,383.16,Boston,S,17,12,2,58,Graduation,23,Patnership,Complex
1337,266,NJ City,N,3,18,21,51,High School,18,Patnership,Standalone
9163,497,NJ City,E,2,18,14,85,Graduation,21,Owner,Standalone
6500,498,Boston,W,2,17,25,40,Graduation,26,Franchise,Complex
7975,498,Boston,E,3,18,25,35,Graduation,20,Owner,Standalone
789,284,NJ City,N,3,11,16,28,High School,30,Patnership,Standalone
5234,469.41,Boston,S,21,15,3,62,No education,28,Patnership,Complex
6000,14.87,Boston,N,21,13,3,64,Graduation,20,Franchise,Complex
7037,371,Boston,N,2,17,23,33,Graduation,24,Patnership,Standalone
235,111,NJ City,E,3,14,21,82,High School,18,Owner,Standalone
1750,20.82,NJ City,N,15,20,2,67,High School,21,Patnership,Complex
2339,220,NJ City,E,3,21,17,72,High School,29,Owner,Standalone
9216,352,NJ City,W,2,13,5,70,Graduation,22,Franchise,Complex
7688,183.73,Boston,W,17,8,2,38,No education,34,Franchise,Complex
3527,115.48,NJ City,E,19,12,1,73,No education,34,Owner,Standalone
2366,82.4,NJ City,S,16,22,4,83,No education,19,Patnership,Complex
4692,186,NJ City,W,3,20,23,33,High School,19,Franchise,Complex
1461,240,NJ City,N,3,21,20,68,High School,26,Patnership,Standalone
1902,111,NJ City,S,1,13,17,40,High School,21,Patnership,Complex
6849,71.01,Boston,N,20,17,2,73,Graduation,28,Patnership,Standalone
7262,290.46,Boston,S,7,16,2,52,No education,34,Patnership,Complex
6982,493,Boston,S,2,23,12,37,Graduation,24,Patnership,Complex
6379,53.2,Boston,E,12,11,3,41,High School,34,Owner,Standalone
7700,470,Boston,W,1,13,14,27,Graduation,33,Franchise,Complex
8363,404,NJ City,E,2,16,15,82,Graduation,28,Owner,Standalone
631,305.67,NJ City,E,22,24,2,63,High School,29,Owner,Standalone
2409,134,NJ City,N,1,8,20,78,High School,25,Patnership,Standalone
7670,73.96,Boston,N,9,13,3,57,No education,25,Patnership,Complex
8008,424,Boston,W,2,11,11,39,Graduation,34,Franchise,Complex
8925,376,NJ City,N,1,13,9,59,Graduation,27,Patnership,Standalone
4390,65.09,NJ City,N,9,11,3,79,High School,21,Patnership,Complex
2891,247,NJ City,E,3,16,21,79,High School,28,Owner,Standalone
4124,209,NJ City,W,1,13,8,43,High School,23,Franchise,Complex
66,197,Boston,S,2,22,17,84,High School,23,Patnership,Complex
282,168,NJ City,S,2,23,14,63,High School,28,Patnership,Complex
6362,58.35,Boston,S,22,19,4,45,No education,35,Patnership,Complex
2033,122.31,NJ City,N,19,18,4,67,No education,21,Patnership,Standalone
65,268,Boston,N,2,12,11,50,High School,18,Patnership,Standalone
7768,469,Boston,W,1,16,10,60,Graduation,31,Franchise,Complex
3003,303,NJ City,E,3,15,10,83,High School,31,Owner,Standalone
2723,262.36,NJ City,E,11,14,4,33,No education,27,Owner,Standalone
4580,213,NJ City,W,2,9,25,85,High School,34,Franchise,Complex
8821,422.86,NJ City,N,7,9,1,68,High School,32,Patnership,Standalone
9558,451,NJ City,S,2,10,14,50,Graduation,18,Patnership,Complex
7000,388,Boston,W,3,15,17,32,Graduation,33,Franchise,Complex
7099,350,Boston,E,3,10,23,65,Graduation,33,Owner,Standalone
1176,401.7,NJ City,W,24,12,2,34,Graduation,20,Franchise,Complex
5658,460,Boston,S,2,11,19,36,Graduation,24,Patnership,Complex
980,74.93,NJ City,W,17,15,4,46,No education,33,Franchise,Complex
7602,388,Boston,S,3,17,6,44,Graduation,22,Patnership,Complex
1870,232,NJ City,S,1,10,14,72,High School,23,Patnership,Complex
9534,164.4,NJ City,S,4,24,4,42,Graduation,34,Patnership,Complex
5058,473.81,Boston,S,22,23,1,76,Graduation,29,Patnership,Complex
3471,108.01,NJ City,E,10,12,2,78,Graduation,25,Owner,Standalone
1180,108,NJ City,W,3,8,8,63,High School,30,Franchise,Complex
2486,100,NJ City,S,1,23,21,36,High School,21,Patnership,Complex
1416,71.27,NJ City,N,7,20,3,46,Graduation,29,Franchise,Complex
2927,355.38,NJ City,E,25,15,3,44,No education,28,Owner,Standalone
8630,478,NJ City,S,3,15,10,60,Graduation,30,Patnership,Complex
355,99.03,NJ City,E,1,14,4,26,High School,23,Owner,Standalone
1678,196,NJ City,S,3,8,16,43,High School,32,Patnership,Complex
173,58.86,NJ City,N,19,8,1,62,No education,33,Patnership,Standalone
2623,267,NJ City,E,3,19,23,46,High School,35,Owner,Standalone
2838,100.98,NJ City,S,22,19,3,74,Graduation,21,Patnership,Complex
8945,15.49,NJ City,N,11,11,3,37,No education,30,Patnership,Standalone
375,114,NJ City,E,2,11,7,63,High School,25,Owner,Standalone
1762,149,NJ City,S,3,14,12,49,High School,26,Patnership,Complex
5558,47.43,Boston,S,12,18,3,35,No education,25,Patnership,Complex
7306,358,Boston,S,3,19,24,31,Graduation,33,Patnership,Complex
8432,486.15,NJ City,W,25,14,4,70,No education,32,Franchise,Complex
6145,447,Boston,N,3,20,11,52,Graduation,28,Patnership,Standalone
7739,478,Boston,E,3,9,9,39,Graduation,25,Owner,Standalone
3047,150,NJ City,E,2,19,7,84,High School,22,Owner,Standalone
9973,448,NJ City,N,2,22,17,26,Graduation,26,Patnership,Standalone
6491,383,Boston,E,2,17,7,47,Graduation,32,Owner,Standalone
4802,147,NJ City,S,3,15,19,54,High School,20,Patnership,Complex
9923,364,NJ City,E,3,14,19,25,Graduation,21,Owner,Standalone
1356,460.64,NJ City,W,10,16,1,68,Graduation,30,Franchise,Complex
3196,52.45,NJ City,W,4,24,1,40,High School,34,Franchise,Complex
3135,121,NJ City,E,3,13,15,72,High School,22,Owner,Standalone
7016,363.69,Boston,W,11,12,1,52,No education,19,Franchise,Complex
3840,193,NJ City,W,1,22,25,41,High School,32,Franchise,Complex
8006,350,Boston,S,2,22,8,80,Graduation,18,Patnership,Complex
5896,415,Boston,W,1,9,14,85,Graduation,33,Franchise,Complex
3251,30.96,NJ City,N,15,24,2,40,No education,31,Owner,Standalone
9148,382,NJ City,W,1,17,5,69,Graduation,22,Franchise,Complex
9376,446,NJ City,W,1,24,21,40,Graduation,34,Franchise,Complex
6744,29.82,Boston,N,25,22,1,83,Graduation,28,Franchise,Complex
6055,114.99,Boston,E,15,23,4,78,High School,34,Owner,Standalone
8211,493,NJ City,E,1,21,5,34,Graduation,26,Owner,Standalone
7801,436,Boston,N,3,24,24,37,Graduation,25,Patnership,Standalone
4567,263,NJ City,E,1,18,18,37,High School,22,Owner,Standalone
261,211,NJ City,N,3,18,8,76,High School,30,Patnership,Standalone
441,303.7,NJ City,N,25,15,4,67,Graduation,27,Patnership,Standalone
2539,108,NJ City,E,3,14,18,84,High School,23,Owner,Standalone
3417,177,NJ City,N,1,11,20,43,High School,20,Patnership,Standalone
6735,0.88,Boston,N,12,8,1,67,Graduation,20,Owner,Standalone
7112,10.83,Boston,N,11,18,4,34,No education,22,Franchise,Complex
5502,350,Boston,S,3,19,18,28,Graduation,23,Patnership,Complex
8238,127.15,NJ City,S,9,12,2,79,Graduation,25,Patnership,Complex
7631,104.8,Boston,E,15,17,3,75,No education,34,Owner,Standalone
4515,120.95,NJ City,E,8,8,1,81,Graduation,32,Owner,Standalone
7875,82.28,Boston,E,13,18,3,55,Graduation,23,Owner,Standalone
9908,370,NJ City,W,2,10,20,43,Graduation,35,Franchise,Complex
9057,78.95,NJ City,N,18,10,3,34,Graduation,31,Patnership,Standalone
332,163,NJ City,W,1,14,21,61,High School,22,Franchise,Complex
1214,138,NJ City,S,3,18,24,84,High School,34,Patnership,Complex
4874,23.54,NJ City,N,2,21,1,41,No education,28,Patnership,Complex
8533,443,NJ City,N,3,12,16,34,Graduation,22,Patnership,Standalone
6162,372,Boston,S,3,18,21,40,Graduation,20,Patnership,Complex
2786,91.49,NJ City,S,3,8,3,69,No education,31,Patnership,Complex
1899,112,NJ City,E,1,11,13,70,High School,25,Owner,Standalone
4920,81,NJ City,W,9,16,2,38,Graduation,23,Franchise,Complex
4683,287,NJ City,E,2,20,16,35,High School,22,Owner,Standalone
6842,497,Boston,S,2,10,20,53,Graduation,24,Patnership,Complex
2738,297.1,NJ City,S,17,15,4,41,No education,20,Patnership,Complex
3198,108,NJ City,S,3,23,15,37,High School,28,Patnership,Complex
1388,398,NJ City,W,2,21,5,36,Graduation,24,Franchise,Complex
7139,483,Boston,E,1,8,20,36,Graduation,20,Owner,Standalone
1015,52.52,NJ City,E,24,13,2,68,High School,33,Owner,Standalone
5995,60,Boston,E,17,23,2,76,High School,18,Owner,Standalone
5374,453,Boston,S,2,24,13,51,Graduation,23,Patnership,Complex
5723,411,Boston,E,2,21,16,78,Graduation,19,Owner,Standalone
6765,363,Boston,N,2,14,21,60,Graduation,26,Patnership,Standalone
5442,36.1,Boston,N,8,10,2,77,Graduation,31,Patnership,Complex
4784,291,NJ City,W,1,9,15,46,High School,26,Franchise,Complex
6691,192.87,Boston,E,6,12,2,70,High School,21,Owner,Standalone
7974,405,Boston,S,2,10,6,76,Graduation,30,Patnership,Complex
9304,13.99,NJ City,N,17,8,4,81,High School,28,Franchise,Complex
7535,481,Boston,E,1,13,7,82,Graduation,27,Owner,Standalone
4319,310,NJ City,E,2,22,25,35,High School,22,Owner,Standalone
5127,43.41,Boston,N,6,17,2,78,Graduation,27,Owner,Standalone
9957,389,NJ City,N,3,21,13,57,Graduation,19,Patnership,Standalone
7226,75.22,Boston,S,19,11,4,68,No education,20,Patnership,Complex
238,250,NJ City,S,1,9,14,79,High School,35,Patnership,Complex
4043,333.93,NJ City,E,4,24,1,69,No education,27,Owner,Standalone
2477,117,NJ City,N,3,15,10,52,High School,18,Patnership,Standalone
3610,26.45,NJ City,N,10,11,4,29,High School,27,Patnership,Complex
9207,125.65,NJ City,E,3,17,4,52,Graduation,35,Owner,Standalone
3312,14.33,NJ City,N,15,18,4,78,Graduation,34,Franchise,Complex
6062,481,Boston,S,3,24,5,52,Graduation,23,Patnership,Complex
9134,427.38,NJ City,S,17,19,1,66,No education,35,Patnership,Complex
3104,148,NJ City,W,3,21,19,38,High School,26,Franchise,Complex
2418,306.33,NJ City,S,14,18,3,43,Graduation,20,Patnership,Complex
5195,499,Boston,E,2,17,13,30,Graduation,28,Owner,Standalone
1012,250,NJ City,W,2,11,15,48,High School,18,Franchise,Complex
6535,11.64,Boston,N,4,17,2,42,High School,18,Owner,Standalone
6684,320.56,Boston,W,6,11,2,57,Graduation,20,Franchise,Complex
1617,221,NJ City,N,1,10,9,66,High School,20,Patnership,Standalone
9581,388,NJ City,N,3,8,22,49,Graduation,34,Patnership,Standalone
1339,276,NJ City,E,3,14,19,71,High School,35,Owner,Standalone
1644,240,NJ City,W,2,19,18,57,High School,33,Franchise,Complex
5376,85.98,Boston,W,25,8,2,27,Graduation,31,Franchise,Complex
5076,413,Boston,W,2,23,23,31,Graduation,29,Franchise,Complex
28,171,Boston,W,1,23,14,55,High School,24,Franchise,Complex
2666,205,NJ City,S,3,16,13,63,High School,30,Patnership,Complex
1343,162,NJ City,E,3,8,13,30,High School,24,Owner,Standalone
2357,271,NJ City,N,3,22,23,44,High School,32,Patnership,Standalone
7611,131.11,Boston,E,21,16,3,57,Graduation,30,Owner,Standalone
4320,246,NJ City,W,2,17,14,26,High School,20,Franchise,Complex
1925,5.64,NJ City,N,10,20,3,31,No education,24,Patnership,Standalone
2913,258,NJ City,N,1,21,21,69,High School,34,Patnership,Standalone
7898,354,Boston,S,2,17,13,57,Graduation,25,Patnership,Complex
8490,30.16,NJ City,N,14,17,3,72,Graduation,26,Patnership,Complex
7843,431,Boston,E,3,21,25,83,Graduation,22,Owner,Standalone
8853,362,NJ City,N,1,10,23,76,Graduation,19,Patnership,Standalone
2880,319,NJ City,W,1,9,11,26,High School,23,Franchise,Complex
6653,65.96,Boston,N,22,18,2,62,No education,24,Patnership,Standalone
5684,390,Boston,W,2,10,11,43,Graduation,31,Franchise,Complex
1691,271,NJ City,E,2,14,13,28,High School,20,Owner,Standalone
3164,283,NJ City,W,2,8,20,72,High School,34,Franchise,Complex
3275,372.91,NJ City,E,24,22,2,67,No education,30,Owner,Standalone
7056,74.04,Boston,W,15,15,4,78,Graduation,29,Franchise,Complex
8064,414,NJ City,W,3,23,14,32,Graduation,26,Franchise,Complex
2489,464,NJ City,N,1,20,5,34,Graduation,30,Patnership,Standalone
4404,413,NJ City,W,3,11,5,48,Graduation,26,Franchise,Complex
3062,67.07,NJ City,N,8,12,4,58,No education,24,Patnership,Complex
4147,311,NJ City,E,1,13,12,45,High School,26,Owner,Standalone
9166,408,NJ City,S,3,24,16,51,Graduation,29,Patnership,Complex
2288,183,NJ City,W,2,23,12,68,High School,32,Franchise,Complex
1156,129,NJ City,W,3,20,22,42,High School,20,Franchise,Complex
9529,491,NJ City,N,2,15,10,74,Graduation,26,Patnership,Standalone
2084,123.74,NJ City,W,9,8,2,77,No education,29,Franchise,Complex
2321,203,NJ City,N,2,24,6,59,High School,25,Patnership,Standalone
8541,14.22,NJ City,N,14,18,3,43,Graduation,33,Patnership,Standalone
9648,428,NJ City,W,1,19,12,60,Graduation,23,Franchise,Complex
9329,361,NJ City,N,3,19,5,33,Graduation,22,Patnership,Standalone
7735,491,Boston,E,3,13,24,28,Graduation,18,Owner,Standalone
4842,73.72,NJ City,N,13,12,2,59,Graduation,30,Patnership,Complex
8537,382,NJ City,N,1,13,22,85,Graduation,26,Patnership,Standalone
3534,254,NJ City,S,2,8,13,80,High School,32,Patnership,Complex
7446,108.53,Boston,S,10,14,3,79,Graduation,18,Patnership,Complex
8570,399.46,NJ City,S,5,11,1,25,No education,28,Patnership,Complex
7177,101.23,Boston,N,23,16,2,61,High School,30,Patnership,Standalone
4984,144,Boston,W,3,10,9,75,High School,26,Franchise,Complex
8892,482,NJ City,W,2,10,20,25,Graduation,33,Franchise,Complex
1654,312,NJ City,S,1,17,16,75,High School,23,Patnership,Complex
3946,124.19,NJ City,S,3,21,3,46,High School,31,Patnership,Complex
3285,117.46,NJ City,N,13,21,4,51,Graduation,20,Patnership,Standalone
9228,445,NJ City,W,1,20,8,33,Graduation,30,Franchise,Complex
3766,13.17,NJ City,N,10,20,2,51,High School,34,Patnership,Complex
5185,273.55,Boston,N,5,19,3,77,High School,29,Patnership,Standalone
7308,11.83,Boston,N,20,24,4,40,Graduation,33,Franchise,Complex
7617,482,Boston,N,1,21,21,84,Graduation,25,Patnership,Standalone
4880,124,NJ City,W,1,24,19,54,High School,27,Franchise,Complex
9305,169.03,NJ City,N,7,16,2,81,No education,26,Patnership,Standalone
7664,417,Boston,W,3,10,18,45,Graduation,19,Franchise,Complex
5980,394.28,Boston,W,11,10,2,79,High School,20,Franchise,Complex
5524,116.09,Boston,W,2,11,1,45,High School,33,Franchise,Complex
3184,106.11,NJ City,W,8,9,2,70,High School,35,Franchise,Complex
2163,282.34,NJ City,E,16,22,3,85,Graduation,20,Owner,Standalone
1287,1.38,NJ City,N,15,24,2,56,Graduation,34,Owner,Standalone
9117,37.27,NJ City,N,14,12,3,71,Graduation,20,Patnership,Standalone
8780,213.13,NJ City,W,3,18,3,39,No education,32,Franchise,Complex
9422,441,NJ City,S,1,15,16,72,Graduation,33,Patnership,Complex
3051,191,NJ City,E,3,15,23,42,High School,18,Owner,Standalone
9035,89.12,NJ City,E,3,18,2,75,No education,30,Owner,Standalone
948,75.05,NJ City,W,8,12,2,46,Graduation,29,Franchise,Complex
7669,468,Boston,N,3,23,24,26,Graduation,30,Patnership,Standalone
3944,204,NJ City,W,1,8,12,79,High School,32,Franchise,Complex
8930,415,NJ City,S,3,18,18,36,Graduation,29,Patnership,Complex
9708,396,NJ City,W,3,9,9,55,Graduation,26,Franchise,Complex
7304,30.36,Boston,N,2,16,2,64,No education,22,Franchise,Complex
1295,173,NJ City,E,1,18,15,39,High School,34,Owner,Standalone
3784,294,NJ City,W,3,22,15,35,High School,31,Franchise,Complex
436,90.41,NJ City,W,3,12,4,59,High School,32,Franchise,Complex
1553,193,NJ City,N,3,10,16,48,High School,24,Patnership,Standalone
5697,95.3,Boston,N,19,15,1,81,Graduation,26,Patnership,Standalone
5587,403,Boston,E,3,21,9,75,Graduation,28,Owner,Standalone
2749,184,NJ City,N,1,14,9,47,High School,32,Patnership,Standalone
7281,99.19,Boston,N,14,11,3,68,Graduation,33,Patnership,Standalone
5644,89.49,Boston,W,5,8,2,26,High School,19,Franchise,Complex
2261,51.58,NJ City,N,17,24,2,54,No education,19,Patnership,Standalone
